"","states","total_confirmed","new_confirmed","total_recoveries","new_recoveries","total_death","new_death","week","day","month"
"3581","Kebbi",33,0,29,0,4,0,2020-06-02,"Tuesday","June"
"3582","Niger",33,0,9,0,1,0,2020-06-02,"Tuesday","June"
"3583","Ondo",28,0,21,0,4,0,2020-06-02,"Tuesday","June"
"3584","Bayelsa",21,0,8,0,2,0,2020-06-02,"Tuesday","June"
"3585","Ekiti",20,0,16,0,2,0,2020-06-02,"Tuesday","June"
"3586","Enugu",18,0,12,0,0,0,2020-06-02,"Tuesday","June"
"3587","Taraba",18,0,10,0,0,0,2020-06-02,"Tuesday","June"
"3588","Abia",15,0,7,0,0,0,2020-06-02,"Tuesday","June"
"3589","Anambra",11,0,3,0,1,0,2020-06-02,"Tuesday","June"
"3590","Benue",9,0,1,0,0,0,2020-06-02,"Tuesday","June"
"3591","Kogi",2,0,0,0,0,0,2020-06-02,"Tuesday","June"
"3592","Cross River",0,0,0,0,0,0,2020-06-02,"Tuesday","June"
"3593","Lagos",4943,188,825,59,54,4,2020-05-31,"Sunday","May"
"3594","Kano",954,3,240,40,45,2,2020-05-31,"Sunday","May"
"3595","FCT",660,44,182,9,19,2,2020-05-31,"Sunday","May"
"3596","Katsina",364,0,68,0,14,0,2020-05-31,"Sunday","May"
"3597","Oyo",292,12,97,0,6,0,2020-05-31,"Sunday","May"
"3598","Edo",284,0,69,0,13,0,2020-05-31,"Sunday","May"
"3599","Ogun",278,19,149,3,9,0,2020-05-31,"Sunday","May"
"3600","Borno",271,0,167,0,26,0,2020-05-31,"Sunday","May"
"3601","Jigawa",270,0,135,26,5,0,2020-05-31,"Sunday","May"
"3602","Kaduna",258,14,157,0,8,1,2020-05-31,"Sunday","May"
"3603","Bauchi",238,2,220,6,8,1,2020-05-31,"Sunday","May"
"3604","Rivers",206,2,59,7,14,1,2020-05-31,"Sunday","May"
"3605","Gombe",161,5,122,0,6,2,2020-05-31,"Sunday","May"
"3606","Sokoto",116,0,96,0,14,0,2020-05-31,"Sunday","May"
"3607","Plateau",105,1,53,0,2,0,2020-05-31,"Sunday","May"
"3608","Kwara",88,1,37,0,1,0,2020-05-31,"Sunday","May"
"3609","Delta",83,3,17,1,8,1,2020-05-31,"Sunday","May"
"3610","Zamfara",76,0,71,0,5,0,2020-05-31,"Sunday","May"
"3611","Nasarawa",62,0,18,0,2,0,2020-05-31,"Sunday","May"
"3612","Yobe",52,0,24,0,7,0,2020-05-31,"Sunday","May"
"3613","Akwa Ibom",45,0,14,0,2,0,2020-05-31,"Sunday","May"
"3614","Osun",45,0,35,0,4,0,2020-05-31,"Sunday","May"
"3615","Ebonyi",40,0,8,0,0,0,2020-05-31,"Sunday","May"
"3616","Adamawa",38,0,20,0,4,0,2020-05-31,"Sunday","May"
"3617","Imo",36,2,14,0,0,0,2020-05-31,"Sunday","May"
"3618","Kebbi",33,0,29,0,4,0,2020-05-31,"Sunday","May"
"3619","Niger",32,2,9,0,1,0,2020-05-31,"Sunday","May"
"3620","Ondo",25,0,20,0,2,0,2020-05-31,"Sunday","May"
"3621","Bayelsa",21,9,7,0,1,0,2020-05-31,"Sunday","May"
"3622","Ekiti",20,0,16,0,2,0,2020-05-31,"Sunday","May"
"3623","Enugu",18,0,12,0,0,0,2020-05-31,"Sunday","May"
"3624","Taraba",18,0,10,0,0,0,2020-05-31,"Sunday","May"
"3625","Anambra",11,0,3,0,1,0,2020-05-31,"Sunday","May"
"3626","Abia",10,0,3,0,0,0,2020-05-31,"Sunday","May"
"3627","Benue",7,0,1,0,0,0,2020-05-31,"Sunday","May"
"3628","Kogi",2,0,0,0,0,0,2020-05-31,"Sunday","May"
"3629","Lagos",4755,378,766,21,50,3,2020-05-30,"Saturday","May"
"3630","Kano",951,9,200,8,43,2,2020-05-30,"Saturday","May"
"3631","FCT",616,52,173,11,17,3,2020-05-30,"Saturday","May"
"3632","Katsina",364,6,68,17,14,0,2020-05-30,"Saturday","May"
"3633","Edo",284,22,69,0,13,0,2020-05-30,"Saturday","May"
"3634","Oyo",280,5,97,2,6,0,2020-05-30,"Saturday","May"
"3635","Borno",271,7,167,5,26,1,2020-05-30,"Saturday","May"
"3636","Jigawa",270,5,109,31,5,1,2020-05-30,"Saturday","May"
"3637","Ogun",259,13,146,18,9,0,2020-05-30,"Saturday","May"
"3638","Kaduna",244,12,157,10,7,0,2020-05-30,"Saturday","May"
"3639","Bauchi",236,0,214,6,7,0,2020-05-30,"Saturday","May"
"3640","Rivers",204,14,52,4,13,1,2020-05-30,"Saturday","May"
"3641","Gombe",156,0,122,3,4,1,2020-05-30,"Saturday","May"
"3642","Sokoto",116,0,96,3,14,0,2020-05-30,"Saturday","May"
"3643","Plateau",104,3,53,1,2,0,2020-05-30,"Saturday","May"
"3644","Kwara",87,0,37,0,1,0,2020-05-30,"Saturday","May"
"3645","Delta",80,23,16,2,7,0,2020-05-30,"Saturday","May"
"3646","Zamfara",76,0,71,0,5,0,2020-05-30,"Saturday","May"
"3647","Nasarawa",62,0,18,0,2,0,2020-05-30,"Saturday","May"
"3648","Yobe",52,3,24,16,7,0,2020-05-30,"Saturday","May"
"3649","Akwa Ibom",45,0,14,0,2,0,2020-05-30,"Saturday","May"
"3650","Osun",45,1,35,0,4,0,2020-05-30,"Saturday","May"
"3651","Ebonyi",40,0,8,0,0,0,2020-05-30,"Saturday","May"
"3652","Adamawa",38,0,20,0,4,0,2020-05-30,"Saturday","May"
"3653","Imo",34,0,14,0,0,0,2020-05-30,"Saturday","May"
"3654","Kebbi",33,0,29,0,4,0,2020-05-30,"Saturday","May"
"3655","Niger",30,0,9,0,1,0,2020-05-30,"Saturday","May"
"3656","Ondo",25,0,20,0,2,0,2020-05-30,"Saturday","May"
"3657","Ekiti",20,0,16,0,2,0,2020-05-30,"Saturday","May"
"3658","Enugu",18,0,12,0,0,0,2020-05-30,"Saturday","May"
"3659","Taraba",18,0,10,0,0,0,2020-05-30,"Saturday","May"
"3660","Bayelsa",12,0,7,1,1,0,2020-05-30,"Saturday","May"
"3661","Anambra",11,0,3,0,1,0,2020-05-30,"Saturday","May"
"3662","Abia",10,0,3,0,0,0,2020-05-30,"Saturday","May"
"3663","Benue",7,0,1,0,0,0,2020-05-30,"Saturday","May"
"3664","Kogi",2,0,0,0,0,0,2020-05-30,"Saturday","May"
"3665","Lagos",4755,378,766,21,50,3,2020-05-30,"Saturday","May"
"3666","Kano",951,9,200,8,43,2,2020-05-30,"Saturday","May"
"3667","FCT",616,52,173,11,17,3,2020-05-30,"Saturday","May"
"3668","Katsina",364,6,68,17,14,0,2020-05-30,"Saturday","May"
"3669","Edo",284,22,69,0,13,0,2020-05-30,"Saturday","May"
"3670","Oyo",280,5,97,2,6,0,2020-05-30,"Saturday","May"
"3671","Borno",271,7,167,5,26,1,2020-05-30,"Saturday","May"
"3672","Jigawa",270,5,109,31,5,1,2020-05-30,"Saturday","May"
"3673","Ogun",259,13,146,18,9,0,2020-05-30,"Saturday","May"
"3674","Kaduna",244,12,157,10,7,0,2020-05-30,"Saturday","May"
"3675","Bauchi",236,0,214,6,7,0,2020-05-30,"Saturday","May"
"3676","Rivers",204,14,52,4,13,1,2020-05-30,"Saturday","May"
"3677","Gombe",156,0,122,3,4,1,2020-05-30,"Saturday","May"
"3678","Sokoto",116,0,96,3,14,0,2020-05-30,"Saturday","May"
"3679","Plateau",104,3,53,1,2,0,2020-05-30,"Saturday","May"
"3680","Kwara",87,0,37,0,1,0,2020-05-30,"Saturday","May"
"3681","Delta",80,23,16,2,7,0,2020-05-30,"Saturday","May"
"3682","Zamfara",76,0,71,0,5,0,2020-05-30,"Saturday","May"
"3683","Nasarawa",62,0,18,0,2,0,2020-05-30,"Saturday","May"
"3684","Yobe",52,3,24,16,7,0,2020-05-30,"Saturday","May"
"3685","Akwa Ibom",45,0,14,0,2,0,2020-05-30,"Saturday","May"
"3686","Osun",45,1,35,0,4,0,2020-05-30,"Saturday","May"
"3687","Ebonyi",40,0,8,0,0,0,2020-05-30,"Saturday","May"
"3688","Adamawa",38,0,20,0,4,0,2020-05-30,"Saturday","May"
"3689","Imo",34,0,14,0,0,0,2020-05-30,"Saturday","May"
"3690","Kebbi",33,0,29,0,4,0,2020-05-30,"Saturday","May"
"3691","Niger",30,0,9,0,1,0,2020-05-30,"Saturday","May"
"3692","Ondo",25,0,20,0,2,0,2020-05-30,"Saturday","May"
"3693","Ekiti",20,0,16,0,2,0,2020-05-30,"Saturday","May"
"3694","Enugu",18,0,12,0,0,0,2020-05-30,"Saturday","May"
"3695","Taraba",18,0,10,0,0,0,2020-05-30,"Saturday","May"
"3696","Bayelsa",12,0,7,1,1,0,2020-05-30,"Saturday","May"
"3697","Anambra",11,0,3,0,1,0,2020-05-30,"Saturday","May"
"3698","Abia",10,0,3,0,0,0,2020-05-30,"Saturday","May"
"3699","Benue",7,0,1,0,0,0,2020-05-30,"Saturday","May"
"3700","Kogi",2,0,0,0,0,0,2020-05-30,"Saturday","May"
"3701","Lagos",3505,148,658,31,42,0,2020-05-24,"Sunday","May"
"3702","Kano",896,13,133,0,36,0,2020-05-24,"Sunday","May"
"3703","FCT",505,36,144,1,14,0,2020-05-24,"Sunday","May"
"3704","Katsina",308,0,51,0,14,0,2020-05-24,"Sunday","May"
"3705","Borno",250,0,144,3,25,0,2020-05-24,"Sunday","May"
"3706","Jigawa",241,0,78,0,4,0,2020-05-24,"Sunday","May"
"3707","Oyo",240,7,58,0,4,0,2020-05-24,"Sunday","May"
"3708","Bauchi",232,0,165,0,5,0,2020-05-24,"Sunday","May"
"3709","Ogun",231,12,101,2,7,1,2020-05-24,"Sunday","May"
"3710","Edo",191,19,58,1,7,1,2020-05-24,"Sunday","May"
"3711","Kaduna",189,5,116,16,5,0,2020-05-24,"Sunday","May"
"3712","Gombe",145,0,118,13,3,0,2020-05-24,"Sunday","May"
"3713","Rivers",116,27,30,7,8,1,2020-05-24,"Sunday","May"
"3714","Sokoto",116,0,90,10,14,1,2020-05-24,"Sunday","May"
"3715","Plateau",83,6,27,0,1,0,2020-05-24,"Sunday","May"
"3716","Kwara",79,4,34,0,1,0,2020-05-24,"Sunday","May"
"3717","Zamfara",76,0,63,0,5,0,2020-05-24,"Sunday","May"
"3718","Yobe",47,0,8,0,6,0,2020-05-24,"Sunday","May"
"3719","Nasarawa",46,8,18,0,2,0,2020-05-24,"Sunday","May"
"3720","Osun",42,0,33,0,4,0,2020-05-24,"Sunday","May"
"3721","Delta",39,8,13,1,7,1,2020-05-24,"Sunday","May"
"3722","Ebonyi",33,11,6,4,0,0,2020-05-24,"Sunday","May"
"3723","Kebbi",32,0,17,0,4,0,2020-05-24,"Sunday","May"
"3724","Niger",28,2,5,0,1,0,2020-05-24,"Sunday","May"
"3725","Adamawa",27,0,18,0,2,0,2020-05-24,"Sunday","May"
"3726","Akwa Ibom",24,3,13,0,2,0,2020-05-24,"Sunday","May"
"3727","Ondo",23,0,18,0,1,0,2020-05-24,"Sunday","May"
"3728","Ekiti",20,0,14,0,2,0,2020-05-24,"Sunday","May"
"3729","Enugu",18,0,6,0,0,0,2020-05-24,"Sunday","May"
"3730","Taraba",18,0,10,0,0,0,2020-05-24,"Sunday","May"
"3731","Bayelsa",11,3,6,0,0,0,2020-05-24,"Sunday","May"
"3732","Anambra",9,1,1,0,0,0,2020-05-24,"Sunday","May"
"3733","Abia",7,0,1,0,0,0,2020-05-24,"Sunday","May"
"3734","Imo",7,0,7,0,0,0,2020-05-24,"Sunday","May"
"3735","Benue",5,0,1,0,0,0,2020-05-24,"Sunday","May"
"3736","Lagos",2755,131,565,9,38,0,2020-05-19,"Tuesday","May"
"3737","Kano",842,0,119,8,36,0,2020-05-19,"Tuesday","May"
"3738","FCT",427,5,108,0,9,0,2020-05-19,"Tuesday","May"
"3739","Katsina",281,0,29,0,13,0,2020-05-19,"Tuesday","May"
"3740","Borno",227,4,89,0,24,0,2020-05-19,"Tuesday","May"
"3741","Bauchi",224,2,112,29,5,0,2020-05-19,"Tuesday","May"
"3742","Jigawa",205,4,68,0,3,0,2020-05-19,"Tuesday","May"
"3743","Ogun",178,25,69,0,6,0,2020-05-19,"Tuesday","May"
"3744","Kaduna",152,7,70,13,3,0,2020-05-19,"Tuesday","May"
"3745","Oyo",143,6,47,0,4,0,2020-05-19,"Tuesday","May"
"3746","Gombe",136,2,92,0,2,0,2020-05-19,"Tuesday","May"
"3747","Edo",119,11,35,0,6,1,2020-05-19,"Tuesday","May"
"3748","Sokoto",113,0,75,4,13,0,2020-05-19,"Tuesday","May"
"3749","Zamfara",84,0,46,1,5,0,2020-05-19,"Tuesday","May"
"3750","Kwara",65,0,12,0,1,0,2020-05-19,"Tuesday","May"
"3751","Rivers",53,0,21,0,3,0,2020-05-19,"Tuesday","May"
"3752","Plateau",50,15,14,4,1,0,2020-05-19,"Tuesday","May"
"3753","Osun",42,0,33,2,4,0,2020-05-19,"Tuesday","May"
"3754","Nasarawa",34,3,18,13,1,0,2020-05-19,"Tuesday","May"
"3755","Kebbi",32,0,17,0,4,0,2020-05-19,"Tuesday","May"
"3756","Yobe",32,0,3,0,1,0,2020-05-19,"Tuesday","May"
"3757","Delta",27,0,12,0,5,0,2020-05-19,"Tuesday","May"
"3758","Adamawa",26,5,13,0,0,0,2020-05-19,"Tuesday","May"
"3759","Niger",22,0,5,0,1,0,2020-05-19,"Tuesday","May"
"3760","Ondo",20,0,15,2,1,0,2020-05-19,"Tuesday","May"
"3761","Ekiti",19,0,13,0,1,0,2020-05-19,"Tuesday","May"
"3762","Akwa Ibom",18,0,12,0,2,0,2020-05-19,"Tuesday","May"
"3763","Taraba",17,0,1,0,0,0,2020-05-19,"Tuesday","May"
"3764","Enugu",16,1,6,0,0,0,2020-05-19,"Tuesday","May"
"3765","Ebonyi",13,4,1,0,0,0,2020-05-19,"Tuesday","May"
"3766","Bayelsa",7,1,5,0,0,0,2020-05-19,"Tuesday","May"
"3767","Imo",7,0,7,5,0,0,2020-05-19,"Tuesday","May"
"3768","Abia",5,0,1,0,0,0,2020-05-19,"Tuesday","May"
"3769","Anambra",5,0,1,0,0,0,2020-05-19,"Tuesday","May"
"3770","Benue",5,0,0,0,0,0,2020-05-19,"Tuesday","May"
"3771","Lagos",2550,177,556,15,36,0,2020-05-17,"Sunday","May"
"3772","Kano",825,64,111,18,36,1,2020-05-17,"Sunday","May"
"3773","FCT",418,21,108,0,7,0,2020-05-17,"Sunday","May"
"3774","Katsina",248,9,29,0,12,0,2020-05-17,"Sunday","May"
"3775","Bauchi",215,3,69,0,3,0,2020-05-17,"Sunday","May"
"3776","Borno",215,3,81,35,23,1,2020-05-17,"Sunday","May"
"3777","Jigawa",201,4,68,9,3,0,2020-05-17,"Sunday","May"
"3778","Ogun",145,0,67,0,5,0,2020-05-17,"Sunday","May"
"3779","Kaduna",142,4,55,0,3,0,2020-05-17,"Sunday","May"
"3780","Gombe",126,2,90,0,2,0,2020-05-17,"Sunday","May"
"3781","Oyo",118,11,47,19,4,2,2020-05-17,"Sunday","May"
"3782","Sokoto",113,1,66,13,13,0,2020-05-17,"Sunday","May"
"3783","Edo",95,0,35,0,5,0,2020-05-17,"Sunday","May"
"3784","Zamfara",74,0,34,0,5,0,2020-05-17,"Sunday","May"
"3785","Kwara",58,0,12,0,1,0,2020-05-17,"Sunday","May"
"3786","Rivers",51,16,21,0,3,0,2020-05-17,"Sunday","May"
"3787","Osun",42,0,31,0,4,0,2020-05-17,"Sunday","May"
"3788","Plateau",35,14,10,6,1,1,2020-05-17,"Sunday","May"
"3789","Kebbi",32,1,17,0,4,0,2020-05-17,"Sunday","May"
"3790","Yobe",32,0,3,0,1,0,2020-05-17,"Sunday","May"
"3791","Nasarawa",31,0,5,0,1,0,2020-05-17,"Sunday","May"
"3792","Delta",27,2,12,3,5,1,2020-05-17,"Sunday","May"
"3793","Niger",22,0,5,3,1,0,2020-05-17,"Sunday","May"
"3794","Adamawa",21,0,11,0,0,0,2020-05-17,"Sunday","May"
"3795","Ondo",20,1,13,1,1,0,2020-05-17,"Sunday","May"
"3796","Ekiti",19,0,13,0,1,0,2020-05-17,"Sunday","May"
"3797","Akwa Ibom",18,2,12,0,2,0,2020-05-17,"Sunday","May"
"3798","Taraba",17,0,1,0,0,0,2020-05-17,"Sunday","May"
"3799","Enugu",12,0,2,0,0,0,2020-05-17,"Sunday","May"
"3800","Ebonyi",9,0,1,0,0,0,2020-05-17,"Sunday","May"
"3801","Imo",7,0,2,0,0,0,2020-05-17,"Sunday","May"
"3802","Bayelsa",6,0,5,0,0,0,2020-05-17,"Sunday","May"
"3803","Abia",5,3,1,0,0,0,2020-05-17,"Sunday","May"
"3804","Anambra",5,0,1,0,0,0,2020-05-17,"Sunday","May"
"3805","Benue",5,0,0,0,0,0,2020-05-17,"Sunday","May"
"3806","Lagos",1990,57,502,0,33,0,2020-05-12,"Tuesday","May"
"3807","Kano",693,27,74,13,33,1,2020-05-12,"Tuesday","May"
"3808","FCT",360,1,65,12,7,1,2020-05-12,"Tuesday","May"
"3809","Katsina",208,3,18,2,11,1,2020-05-12,"Tuesday","May"
"3810","Bauchi",190,8,23,16,3,2,2020-05-12,"Tuesday","May"
"3811","Borno",188,2,12,0,16,0,2020-05-12,"Tuesday","May"
"3812","Ogun",127,1,46,7,5,0,2020-05-12,"Tuesday","May"
"3813","Gombe",119,1,53,0,1,0,2020-05-12,"Tuesday","May"
"3814","Jigawa",118,0,4,0,2,0,2020-05-12,"Tuesday","May"
"3815","Kaduna",111,0,17,0,3,0,2020-05-12,"Tuesday","May"
"3816","Sokoto",108,2,22,3,13,1,2020-05-12,"Tuesday","May"
"3817","Edo",88,9,13,0,4,0,2020-05-12,"Tuesday","May"
"3818","Zamfara",73,0,1,0,5,0,2020-05-12,"Tuesday","May"
"3819","Oyo",69,4,16,1,2,0,2020-05-12,"Tuesday","May"
"3820","Kwara",44,10,9,0,1,0,2020-05-12,"Tuesday","May"
"3821","Osun",39,0,30,0,4,0,2020-05-12,"Tuesday","May"
"3822","Kebbi",28,4,1,0,3,0,2020-05-12,"Tuesday","May"
"3823","Nasarawa",25,0,0,0,1,0,2020-05-12,"Tuesday","May"
"3824","Rivers",23,1,4,0,3,0,2020-05-12,"Tuesday","May"
"3825","Adamawa",21,0,4,0,0,0,2020-05-12,"Tuesday","May"
"3826","Yobe",20,7,0,0,1,0,2020-05-12,"Tuesday","May"
"3827","Plateau",19,2,1,0,0,0,2020-05-12,"Tuesday","May"
"3828","Akwa Ibom",17,0,10,0,2,0,2020-05-12,"Tuesday","May"
"3829","Delta",17,0,3,0,3,0,2020-05-12,"Tuesday","May"
"3830","Taraba",17,0,1,0,0,0,2020-05-12,"Tuesday","May"
"3831","Ondo",16,0,11,0,1,0,2020-05-12,"Tuesday","May"
"3832","Ekiti",15,0,9,0,1,0,2020-05-12,"Tuesday","May"
"3833","Enugu",11,1,2,0,0,0,2020-05-12,"Tuesday","May"
"3834","Niger",9,3,2,0,0,0,2020-05-12,"Tuesday","May"
"3835","Ebonyi",8,1,0,0,0,0,2020-05-12,"Tuesday","May"
"3836","Bayelsa",6,0,3,3,0,0,2020-05-12,"Tuesday","May"
"3837","Benue",4,2,0,0,0,0,2020-05-12,"Tuesday","May"
"3838","Imo",3,0,1,0,0,0,2020-05-12,"Tuesday","May"
"3839","Abia",2,0,1,0,0,0,2020-05-12,"Tuesday","May"
"3840","Anambra",1,0,1,0,0,0,2020-05-12,"Tuesday","May"
"3841","Lagos",1667,176,448,42,33,0,2020-05-08,"Friday","May"
"3842","Kano",547,65,20,1,18,5,2020-05-08,"Friday","May"
"3843","FCT",336,20,40,0,4,0,2020-05-08,"Friday","May"
"3844","Borno",142,17,0,0,14,0,2020-05-08,"Friday","May"
"3845","Katsina",137,31,9,0,8,0,2020-05-08,"Friday","May"
"3846","Bauchi",117,15,6,0,1,1,2020-05-08,"Friday","May"
"3847","Ogun",113,13,28,10,4,2,2020-05-08,"Friday","May"
"3848","Gombe",110,1,10,10,0,0,2020-05-08,"Friday","May"
"3849","Kaduna",95,3,14,0,2,1,2020-05-08,"Friday","May"
"3850","Sokoto",93,4,4,3,9,1,2020-05-08,"Friday","May"
"3851","Jigawa",83,0,0,0,1,0,2020-05-08,"Friday","May"
"3852","Edo",67,2,12,2,4,0,2020-05-08,"Friday","May"
"3853","Zamfara",65,0,0,0,3,0,2020-05-08,"Friday","May"
"3854","Oyo",59,4,14,3,2,0,2020-05-08,"Friday","May"
"3855","Osun",38,1,30,0,4,0,2020-05-08,"Friday","May"
"3856","Nasarawa",25,14,0,0,1,0,2020-05-08,"Friday","May"
"3857","Kwara",24,0,9,1,0,0,2020-05-08,"Friday","May"
"3858","Rivers",21,4,4,2,2,0,2020-05-08,"Friday","May"
"3859","Kebbi",18,0,0,0,0,0,2020-05-08,"Friday","May"
"3860","Akwa Ibom",17,0,10,0,2,0,2020-05-08,"Friday","May"
"3861","Delta",17,0,3,1,3,0,2020-05-08,"Friday","May"
"3862","Adamawa",15,0,0,0,0,0,2020-05-08,"Friday","May"
"3863","Ondo",15,2,6,0,0,0,2020-05-08,"Friday","May"
"3864","Plateau",15,10,1,0,0,0,2020-05-08,"Friday","May"
"3865","Taraba",15,0,0,0,0,0,2020-05-08,"Friday","May"
"3866","Yobe",13,0,0,0,1,0,2020-05-08,"Friday","May"
"3867","Ekiti",12,0,4,2,1,0,2020-05-08,"Friday","May"
"3868","Enugu",10,1,2,0,0,0,2020-05-08,"Friday","May"
"3869","Ebonyi",7,2,0,0,0,0,2020-05-08,"Friday","May"
"3870","Niger",6,0,2,1,0,0,2020-05-08,"Friday","May"
"3871","Bayelsa",5,0,0,0,0,0,2020-05-08,"Friday","May"
"3872","Imo",3,1,1,0,0,0,2020-05-08,"Friday","May"
"3873","Abia",2,0,1,0,0,0,2020-05-08,"Friday","May"
"3874","Benue",2,0,0,0,0,0,2020-05-08,"Friday","May"
"3875","Anambra",1,0,1,0,0,0,2020-05-08,"Friday","May"
"3876","Lagos",1183,76,261,14,30,0,2020-05-04,"Monday","May"
"3877","Kano",365,23,0,0,8,2,2020-05-04,"Monday","May"
"3878","FCT",297,19,40,0,3,0,2020-05-04,"Monday","May"
"3879","Borno",100,18,0,0,14,2,2020-05-04,"Monday","May"
"3880","Gombe",96,0,0,0,0,0,2020-05-04,"Monday","May"
"3881","Ogun",85,5,12,2,2,0,2020-05-04,"Monday","May"
"3882","Katsina",83,37,6,0,7,0,2020-05-04,"Monday","May"
"3883","Kaduna",81,0,10,2,1,0,2020-05-04,"Monday","May"
"3884","Bauchi",80,9,6,0,0,0,2020-05-04,"Monday","May"
"3885","Sokoto",66,0,1,0,8,0,2020-05-04,"Monday","May"
"3886","Edo",62,10,10,0,4,1,2020-05-04,"Monday","May"
"3887","Jigawa",39,32,0,0,1,0,2020-05-04,"Monday","May"
"3888","Oyo",39,5,9,0,2,0,2020-05-04,"Monday","May"
"3889","Osun",37,1,30,8,4,1,2020-05-04,"Monday","May"
"3890","Delta",17,0,2,0,2,0,2020-05-04,"Monday","May"
"3891","Akwa Ibom",16,0,10,0,2,0,2020-05-04,"Monday","May"
"3892","Kwara",16,0,8,0,0,0,2020-05-04,"Monday","May"
"3893","Rivers",14,0,2,0,2,0,2020-05-04,"Monday","May"
"3894","Ondo",13,0,3,0,0,0,2020-05-04,"Monday","May"
"3895","Yobe",13,0,0,0,1,0,2020-05-04,"Monday","May"
"3896","Zamfara",13,1,0,0,1,0,2020-05-04,"Monday","May"
"3897","Adamawa",12,6,0,0,0,0,2020-05-04,"Monday","May"
"3898","Ekiti",12,1,2,0,1,0,2020-05-04,"Monday","May"
"3899","Kebbi",12,0,0,0,0,0,2020-05-04,"Monday","May"
"3900","Nasarawa",11,0,0,0,0,0,2020-05-04,"Monday","May"
"3901","Enugu",8,0,2,0,0,0,2020-05-04,"Monday","May"
"3902","Taraba",8,0,0,0,0,0,2020-05-04,"Monday","May"
"3903","Bayelsa",5,0,0,0,0,0,2020-05-04,"Monday","May"
"3904","Ebonyi",5,0,0,0,0,0,2020-05-04,"Monday","May"
"3905","Niger",4,1,1,0,0,0,2020-05-04,"Monday","May"
"3906","Plateau",3,0,0,0,0,0,2020-05-04,"Monday","May"
"3907","Abia",2,0,1,0,0,0,2020-05-04,"Monday","May"
"3908","Benue",2,1,0,0,0,0,2020-05-04,"Monday","May"
"3909","Imo",2,0,0,0,0,0,2020-05-04,"Monday","May"
"3910","Anambra",1,0,1,0,0,0,2020-05-04,"Monday","May"
"3911","Lagos",1107,39,247,0,30,0,2020-05-03,"Sunday","May"
"3912","Kano",342,29,7,0,6,0,2020-05-03,"Sunday","May"
"3913","FCT",278,12,40,4,3,0,2020-05-03,"Sunday","May"
"3914","Gombe",96,0,0,0,0,0,2020-05-03,"Sunday","May"
"3915","Borno",82,7,0,0,12,1,2020-05-03,"Sunday","May"
"3916","Kaduna",81,15,8,2,1,0,2020-05-03,"Sunday","May"
"3917","Ogun",80,24,10,1,2,0,2020-05-03,"Sunday","May"
"3918","Bauchi",71,18,6,0,0,0,2020-05-03,"Sunday","May"
"3919","Sokoto",66,12,1,0,8,0,2020-05-03,"Sunday","May"
"3920","Edo",52,0,10,0,3,0,2020-05-03,"Sunday","May"
"3921","Katsina",46,8,6,0,7,1,2020-05-03,"Sunday","May"
"3922","Osun",36,0,22,0,3,0,2020-05-03,"Sunday","May"
"3923","Oyo",34,1,9,0,2,0,2020-05-03,"Sunday","May"
"3924","Delta",17,0,4,0,2,0,2020-05-03,"Sunday","May"
"3925","Akwa Ibom",16,0,10,0,2,0,2020-05-03,"Sunday","May"
"3926","Kwara",16,0,8,6,0,0,2020-05-03,"Sunday","May"
"3927","Rivers",14,0,2,0,2,0,2020-05-03,"Sunday","May"
"3928","Ondo",13,0,3,0,0,0,2020-05-03,"Sunday","May"
"3929","Yobe",13,0,0,0,1,0,2020-05-03,"Sunday","May"
"3930","Kebbi",12,0,0,0,0,0,2020-05-03,"Sunday","May"
"3931","Nasarawa",12,3,0,0,0,0,2020-05-03,"Sunday","May"
"3932","Zamfara",12,0,0,0,1,0,2020-05-03,"Sunday","May"
"3933","Ekiti",11,0,2,0,1,0,2020-05-03,"Sunday","May"
"3934","Enugu",8,0,2,0,0,0,2020-05-03,"Sunday","May"
"3935","Taraba",8,0,0,0,0,0,2020-05-03,"Sunday","May"
"3936","Jigawa",7,0,0,0,1,0,2020-05-03,"Sunday","May"
"3937","Adamawa",6,2,0,0,0,0,2020-05-03,"Sunday","May"
"3938","Bayelsa",5,0,0,0,0,0,2020-05-03,"Sunday","May"
"3939","Ebonyi",5,0,0,0,0,0,2020-05-03,"Sunday","May"
"3940","Niger",3,0,1,1,0,0,2020-05-03,"Sunday","May"
"3941","Plateau",3,0,0,0,0,0,2020-05-03,"Sunday","May"
"3942","Abia",2,0,1,1,0,0,2020-05-03,"Sunday","May"
"3943","Imo",2,0,0,0,0,0,2020-05-03,"Sunday","May"
"3944","Anambra",1,0,1,0,0,0,2020-05-03,"Sunday","May"
"3945","Benue",1,0,0,0,0,0,2020-05-03,"Sunday","May"
"3946","Lagos",731,43,128,6,19,0,2020-04-26,"Sunday","April"
"3947","FCT",141,3,35,0,3,0,2020-04-26,"Sunday","April"
"3948","Kano",77,0,0,0,1,0,2020-04-26,"Sunday","April"
"3949","Gombe",35,5,0,0,0,0,2020-04-26,"Sunday","April"
"3950","Ogun",35,0,5,0,1,0,2020-04-26,"Sunday","April"
"3951","Osun",34,2,18,0,2,2,2020-04-26,"Sunday","April"
"3952","Borno",30,0,0,0,2,0,2020-04-26,"Sunday","April"
"3953","Katsina",30,0,4,0,2,1,2020-04-26,"Sunday","April"
"3954","Edo",25,3,8,1,3,0,2020-04-26,"Sunday","April"
